Id,Start time,Completion time,Email,Name,What is your age group?,What is your occupation?,How often do you use the internet for work or personal activities?,Which devices do you use regularly?,How would you rate your cybersecurity knowledge based on your experience and security habits?.Rate your cybersecurity knowledge.,Which of the following is the most secure way to create a password?,"Have you ever been a victim of a cyber threat (e.g., phishing, hacked account, identity theft)?",If you choose yes above: What type of cyber threat did you experience?,Which of the following do you think are cybersecurity threats?,How have you learned about Cyber Security?,How do you typically create your passwords?,How often do you update your passwords?,"If you don’t update passwords regularly, why not?",Do you enable Two-Factor Authentication (2FA) on any accounts for extra security?,"If you receive a suspicious email, what is your first reaction?",How often do you read privacy policies before accepting them?,"If a pop-up warns you about a security risk, what would you do?",What are the main reasons people fall for cyber scams?,Why do you think people fall for cyber scams?,What makes you trust a website or online service?,Did you know AI tools can analyze cybersecurity risks?,"Would you use an AI-powered assistant to explain cybersecurity threats in simple terms? 
","Have you ever used AI tools (e.g., ChatGPT, Gemini, DeepSeek) for cybersecurity advice?","What concerns, if any, do you have about AI for Cyber Security?","If an AI could help you improve your cybersecurity knowledge, how would you like it to assist you?",What is the biggest challenge in learning cybersecurity?,Would you like to be updated on the results of this project?,Please enter your email if you’d like to receive updates.,"Is there anything missing from this survey or anything you would like to add about cybersecurity awareness? 
"
157,3/9/2025 10:06,3/9/2025 10:13,anonymous,,35-44,Science/Research,A few times a week,Laptop;Smartphone,Basic ,Writing down passwords in a notebook so you don’t forget them.,Not sure,Phishing,Ransomware;Public WiFi risks;Weak passwords,News & articles,Create unique passwords for each account,Every few months,I forget to update my passwords,Yes,Verify sender details before taking action,Sometimes,Read carefully before taking action,They don’t think cybersecurity is important;Scammers are getting more convincing;They don’t recognize the scam;They are in a rush and don’t double-check,,,Yes,Yes,Yes,AI could collect too much personal data; AI might make mistakes and misidentify threats;AI could be biased and not work equally for everyone,"Quick answers to security questions;Real-time alerts for security threats (e.g., phishing, data breaches); Hands-on simulations (e.g., recognizing phishing emails in real-time)",I don’t have time to learn,Yes,,It was actually very interesting and I'm gonna change my passwords!!
158,3/9/2025 12:05,3/9/2025 12:07,anonymous,,18-24,Student,Daily,Laptop;Smartphone;Tablet,Very,Using a password manager to generate and store unique passwords.,Yes,Phishing;Hacked account;Data breach;Ransomware,All of the above,"Social media (TikTok, Twitter, Instagram, etc.);Formal training at work or school;News & articles;Online courses (YouTube, Udemy, etc.)",Use a password manager;Create unique passwords for each account,Only when required,Takes too much time,Yes,Report it,Sometimes,Google the warning for more info;Read carefully before taking action,They don’t recognize the scam;Scammers are getting more convincing;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,No,No,No,AI could collect too much personal data;AI could be biased and not work equally for everyone;AI replacing human cybersecurity experts; AI might make mistakes and misidentify threats,"Real-time alerts for security threats (e.g., phishing, data breaches)",I'm actively learning about cybersecurity,No,,
159,3/9/2025 12:14,3/9/2025 12:16,anonymous,,18-24,Student,Daily,Smartphone,Some ,Using a password manager to generate and store unique passwords.,Yes,Hacked account;Identity theft,All of the above,News & articles,Create unique passwords for each account,Once a year,I don’t think it’s necessary,Yes,Ignore it,Always,Close it immediately,They don’t recognize the scam,,,Yes,Yes,Yes, AI might make mistakes and misidentify threats,Step-by-step guides, I don’t know where to start,Yes,,
160,3/9/2025 13:10,3/9/2025 13:15,anonymous,,25-34,Student,Daily,Smartphone;Laptop,Basic ,Using a password manager to generate and store unique passwords.,No,,Phishing;Ransomware;Public WiFi risks;Weak passwords;AI-driven cyber attacks;All of the above,Formal training at work or school,Use a password manager;Create unique passwords for each account,Only when required,I don’t think it’s necessary,Yes,Ignore it,Rarely,Read carefully before taking action,They are in a rush and don’t double-check,,,No,Yes,Yes, AI might make mistakes and misidentify threats,"Real-time alerts for security threats (e.g., phishing, data breaches)",Cyber Security is too technical and complex,No,,
161,3/9/2025 15:20,3/9/2025 15:30,anonymous,,45-54,Education,Daily,Smartphone;Laptop;Desktop computer,Basic ,Writing down passwords in a notebook so you don’t forget them.,Yes,Phishing,Phishing;Weak passwords;I’m not sure,News & articles,Use simple/easy-to-remember passwords,Only when required,I forget to update my passwords,Not sure what it is,Ignore it;I’m not sure,Rarely,Ignore it and continue,They don’t think cybersecurity is important;Scammers are getting more convincing,,,No,Maybe,No,AI could collect too much personal data,"Real-time alerts for security threats (e.g., phishing, data breaches)", I don’t know where to start,Yes,,
162,3/9/2025 16:02,3/9/2025 16:04,anonymous,,18-24,Student,Daily,Smartphone;Laptop,No knowledge ,"Using a mix of letters, numbers, and symbols but reusing the same password across multiple accounts.",No,,Phishing;Weak passwords;Public WiFi risks,I don’t actively learn about cybersecurity,Use a password manager;Create unique passwords for each account,Every few months,,Yes,Ignore it,Never,Read carefully before taking action,They don’t recognize the scam;They are in a rush and don’t double-check,,,No,Maybe,"I’ve used AI, but not for cybersecurity", AI might make mistakes and misidentify threats,Step-by-step guides,I don’t have time to learn,No,,n/a
163,3/9/2025 16:25,3/9/2025 16:28,anonymous,,18-24,Student,Daily,Smartphone;Laptop;Tablet,Basic ,"Using a mix of letters, numbers, and symbols but reusing the same password across multiple accounts.",Yes,Hacked account;Data breach,All of the above,I don’t actively learn about cybersecurity,Reuse passwords across accounts,Only when required,Too difficult to remember new passwords,Yes,Ignore it,Never,Close it immediately,They don’t recognize the scam,,,No,Maybe,No, AI might make mistakes and misidentify threats,"Real-time alerts for security threats (e.g., phishing, data breaches)",I don’t have time to learn,No,,No
164,3/9/2025 17:23,3/9/2025 17:27,anonymous,,25-34,Retail/Hospitality,Daily,Smartphone,Some ,Using a password manager to generate and store unique passwords.,No,,All of the above,"Social media (TikTok, Twitter, Instagram, etc.)",Use a password manager,Only when required,Takes too much time,Yes,Depends on the sender,Sometimes,Google the warning for more info,They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,No,Maybe,No,AI replacing human cybersecurity experts,Step-by-step guides;Short educational videos explaining security concepts,I don’t have time to learn,No,,
165,3/9/2025 17:37,3/9/2025 17:39,anonymous,,18-24,Student,Daily,Smartphone;Laptop;Tablet,Basic ,Using a password manager to generate and store unique passwords.,Yes,Hacked account,All of the above,"Social media (TikTok, Twitter, Instagram, etc.);News & articles",Reuse passwords across accounts;Use simple/easy-to-remember passwords,Only when required,I forget to update my passwords,Yes,Ignore it,Never,Read carefully before taking action,Scammers are getting more convincing;They don’t recognize the scam;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,Yes,Yes,Yes,AI could collect too much personal data,"Step-by-step guides;Quick answers to security questions;Real-time alerts for security threats (e.g., phishing, data breaches);Short educational videos explaining security concepts",Online resources are too boring or hard to understand,No,,
166,3/9/2025 18:21,3/9/2025 18:24,anonymous,,25-34,Education,Daily,Laptop;Smartphone,No knowledge ,Writing down passwords in a notebook so you don’t forget them.,Not sure,,Weak passwords,I don’t actively learn about cybersecurity,Reuse passwords across accounts;Use simple/easy-to-remember passwords,Only when required,Too difficult to remember new passwords,Yes,Click the link to check what it says;Report it,Rarely,Ignore it and continue,They don’t think cybersecurity is important;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,No,Maybe,"I’ve used AI, but not for cybersecurity",AI could collect too much personal data,"Quick answers to security questions;Real-time alerts for security threats (e.g., phishing, data breaches);Short educational videos explaining security concepts",I don’t have time to learn,Yes,,
167,3/9/2025 18:25,3/9/2025 18:27,anonymous,,35-44,Science/Research,Daily,Smartphone;Laptop,Good ,Using a password manager to generate and store unique passwords.,No,,Phishing;Ransomware;Public WiFi risks;Weak passwords;AI-driven cyber attacks;All of the above,Formal training at work or school;News & articles,Use a password manager,Only when required,I forget to update my passwords,Yes,Report it;Verify sender details before taking action;Depends on the sender,Rarely,Read carefully before taking action;Close it immediately;Google the warning for more info,They don’t recognize the scam;Scammers are getting more convincing;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,No,No,No, AI might make mistakes and misidentify threats;AI could collect too much personal data;AI could be biased and not work equally for everyone,"Real-time alerts for security threats (e.g., phishing, data breaches)",I'm actively learning about cybersecurity,No,,
168,3/9/2025 20:04,3/9/2025 20:08,anonymous,,18-24,Student,Daily,Smartphone;Laptop,Some ,Using a password manager to generate and store unique passwords.,No,,All of the above,Formal training at work or school,Reuse passwords across accounts,Only when required,Too difficult to remember new passwords,Yes,Verify sender details before taking action,Rarely,Read carefully before taking action,They don’t recognize the scam;Scammers are getting more convincing;They don’t think cybersecurity is important;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,No,Maybe,"I’ve used AI, but not for cybersecurity", AI might make mistakes and misidentify threats,"Real-time alerts for security threats (e.g., phishing, data breaches);Short educational videos explaining security concepts",I don’t have time to learn,No,,
169,3/9/2025 20:42,3/9/2025 20:54,anonymous,,18-24,Student,Daily,Smartphone;Laptop,Basic ,Using a password manager to generate and store unique passwords.,No,,All of the above,"Social media (TikTok, Twitter, Instagram, etc.);Formal training at work or school",Reuse passwords across accounts,Only when required,I am aware it is bad but am very lazy,Yes,Verify sender details before taking action;Ignore it,Rarely,Close it immediately;Google the warning for more info,Scammers make people panic on purpose and people don’t think right when their panicking,,,No,No,No,AI replacing human cybersecurity experts,"Real-time alerts for security threats (e.g., phishing, data breaches);Quick answers to security questions",Probably just my own laziness,No,,"I think using AI positively to help save people from being scammed is a very good use for it. I’ve seen close friends my age get scammed out of thousands of pounds, maybe if they’d had an AI they could quickly turn to for help/reviewing the threat for them they wouldn’t have been such easy targets. And considering many scammers might go on to use AI in their scams it might become necessary to fight fire with fire i guess. Good luck with your project."
170,3/9/2025 22:10,3/9/2025 22:17,anonymous,,18-24,Student,Daily,Laptop;Smartphone,Good ,Using a password manager to generate and store unique passwords.,Yes,Hacked account;Identity theft,All of the above,"Social media (TikTok, Twitter, Instagram, etc.);Online courses (YouTube, Udemy, etc.)",Use a password manager,Only when required,"I use a password manager, so I don’t need to",No,Ignore it;Report it,Rarely,Read carefully before taking action,They don’t recognize the scam;They don’t think cybersecurity is important;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,Yes,Yes,"I’ve used AI, but not for cybersecurity", AI might make mistakes and misidentify threats;AI could collect too much personal data;AI won’t be useful—I’d rather rely on my own judgment,"Step-by-step guides;Real-time alerts for security threats (e.g., phishing, data breaches)",I think I already know enough,No,,
